Postcode,Title Number,Tenure,Property Address,District,County,Region,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator,Matching Address,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE,Ofgem industry,Energy intensity,Consumption (kWh)
WC1V 7DN,246060,Freehold,"239 High Holborn, London (WC1V 7DN)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,GLOUCESTER INVESTMENTS LIMITED,,Limited Company or Public Limited Company,"27/29 Queen Anne Street, London W1",,,,,,,,,,,,,,,,,,,,,16-02-1984,N,239 High Holborn,132972810062018051611092705950020,,239 High Holborn,,WC1V 7EW,206015590000,92,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2018-05-10,E09000007,E14000750,Greater London Authority,2018-05-16,Mandatory issue (Property to let).,35,102,3,Grid Supplied Electricity,,,,81,116.58,80.97,237.29,215.58,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2018-05-16 11:09:27,1275,,,Hospitality,111,8991
WC1V 7EE,NGL938297,Leasehold,"280 High Holborn, London (WC1V 7EE)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,PRET A MANGER (EUROPE) LIMITED,1854213,Limited Company or Public Limited Company,"1 Hudson's Place, London SW1V 1PZ",,,,,,,,,,,,,,,,,,,,,04-11-2013,N,280 High Holborn,ddeaff4f52906148cb4e41896ed9f8d49d2eb0e8322872d20cde5cb95b2abd02,280 High Holborn,280 High Holborn,,WC1V 7EE,10003703487,52,C,Offices and Workshop Businesses,2022-10-21,E09000007,E14000750,Greater London Authority,2022-11-17,Mandatory issue (Property to let).,18,71,5,Natural Gas,,,,8469,8.13,2.87,11.47,8.47,No,,3.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2022-11-17 12:22:34,80,,,Offices,59,499671
WC1V 7EG,NGL931688,Leasehold,"231 High Holborn, London (WC1V 7EG)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,SUPERDRUG STORES PLC,807043,Limited Company or Public Limited Company,"118 Beddington Lane, Croydon CR0 4TB",,,,,,,,,,,,,,,,,,,,,23-01-2013,N,231 High Holborn,105790730022018061013451983060880,,231 High Holborn,,WC1V 7EG,889836300000,107,E,A1/A2 Retail and Financial/Professional services,2018-06-08,E09000007,E14000750,Greater London Authority,2018-06-10,Mandatory issue (Property to let).,33,97,3,Grid Supplied Electricity,,,,47,58.96,39.03,114.37,126.62,Yes,,1.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2018-06-10 13:45:19,749,5109888,Address Matched,Shops,84,3948
WC1V 7EP,NGL614792,Freehold,"210 High Holborn, London (WC1V 7EP)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,LEGAL AND GENERAL ASSURANCE (PENSIONS MANAGEMENT) LIMITED,01006112,Limited Company or Public Limited Company,"Temple Court, 11 Queen Victoria Street, London EC4N 4TP",,,,,,,,,,,,,,,,,,,,,28-11-2005,N,210 High Holborn,834837cdd25f07dadac3f6e318a538a17fb39514619816367344b59904faac2a,,210 High Holborn,,WC1V 7HD,10003528239,58,C,B1 Offices and Workshop businesses,2017-09-21,E09000007,E14000750,,2017-11-22,Voluntary (No legal requirement for an EPC).,36,106,4,Natural Gas,,,,1675,31.34,22.76,66.7,36.36,Yes,,2.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2017-11-22,213,,,Offices,59,98825
WC1V 7HJ,NGL344649,Freehold,"Lincoln House, 296-302 High Holborn, London (WC1V 7HJ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,MAIZELANDS LIMITED,03292060,Limited Company or Public Limited Company,"20 Churchill Place, London E14 5HJ",,,ARRINGFORD LIMITED,03292065,Limited Company or Public Limited Company,"20 Churchill Place, London E14 5HJ",,,,,,,,,,,,,,,05-12-2014,N,"Lincoln House, 296-302 High Holborn",76138313912013050911382503009975,,Lincoln House,296-302 High Holborn,WC1V 7JH,950633570000,65,C,B1 Offices and Workshop businesses,2013-04-19,E09000007,E14000750,Greater London Authority,2013-05-09,Mandatory issue (Marketed sale).,32,85,4,Natural Gas,,,,4741,27.29,17.36,46.3,35.46,Yes,,3.0,5,Mixed-mode with Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2013-05-09 11:38:25,,,,Offices,59,279719
WC1V 7JZ,NGL915149,Leasehold,"Northumberland House, 303-306 High Holborn, London (WC1V 7JZ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,THE MEMBERS OF THE COUNCIL OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,00223447,Corporate Body,"Part 6th Floor, Northumberland House, 303-306 High Holborn, London WC1V 7JZ",,,,,,,,,,,,,,,,,,,,,22-12-2010,N,"Northumberland House, 303-306 High Holborn",30060500542014032012542160800270,,Northumberland House,303-306 High Holborn,WC1V 7JZ,750900860000,77,D,B1 Offices and Workshop businesses,2014-03-20,E09000007,E14000750,Greater London Authority,2014-03-20,Mandatory issue (Marketed sale).,27,73,3,Grid Supplied Electricity,,,,1374,36.38,19.99,53.3,55.98,Yes,,3.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2014-03-20 12:54:21,,,,Offices,59,81066
WC1V 7LE,NGL962768,Leasehold,"235 High Holborn, London (WC1V 7LE)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,THE SPACE HOLBORN LIMITED,9753540,Limited Company or Public Limited Company,"1 Royal Exchange, London EC3V 3DG",,,,,,,,,,,,,,,,,,,,,25-08-2016,N,235 High Holborn,24309557052009100716190503900364,,235 High Holborn,,WC1V 7LE,349473760000,106,E,Office,2009-10-05,E09000007,E14000750,Greater London Authority,2009-10-07,,62,138,3,Grid Supplied Electricity,,,,1730,,,,,Yes,74.0,,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2009-10-07 16:19:05,,,,Offices,59,102070
WC1V 7NA,LN103077,Freehold,"262-267 High Holborn, London (WC1V 7NA)",CAMDEN,GREATER LONDON,GREATER LONDON,N,34567500.0,262 HIGH HOLBORN LIMITED,9980679,Limited Company or Public Limited Company,"Accurist House, 44 Baker Street, London W1U 7AN",,,,,,,,,,,,,,,,,,,,,13-09-2016,N,262-267 High Holborn,155508456912020061515255108002349,,262-267 High Holborn,,WC1V 7EZ,397468540000,40,B,B1 Offices and Workshop businesses,2020-06-15,E09000007,E14000750,Greater London Authority,2020-06-15,Mandatory issue (Property to let).,30,89,4,Natural Gas,,,,3694,33.61,20.42,59.84,26.72,Yes,,2.0,5,Mixed-mode with Mechanical Ventilation,Camden,Holborn and St Pancras,LONDON,2020-06-15 15:25:51,165,,,Offices,59,217946
WC1V 7PU,AGL385803,Leasehold,"319 High Holborn, London (WC1V 7PU)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,156000.0,PRET A MANGER (EUROPE) LIMITED,1854213,Limited Company or Public Limited Company,"1 Hudson's Place, London SW1V 1PZ",,,,,,,,,,,,,,,,,,,,,10-08-2016,N,319 High Holborn,57653260022013091609340542930810,,319 High Holborn,,WC1V 7PU,147165200000,72,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2013-07-18,E09000001,E14000639,Greater London Authority,2013-09-16,Mandatory issue (Marketed sale).,38,102,3,Grid Supplied Electricity,,,,118,118.09,90.71,241.89,170.06,Yes,,3.0,5.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2013-09-16 09:34:05,,100023428704.0,Address Matched,Hospitality,111,13098
WC1V 7QH,AGL462117,Leasehold,"11 Staple Inn, London (WC1V 7QH)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,DAWSON CORNWELL LLP,OC441340,Limited Liability Partnership,"11 Staple Inn, London WC1V 7QH",,,,,,,,,,,,,,,,,,,,,05-12-2022,N,11 Staple Inn,58220494252017112323143109909688,,11 Staple Inn,,WC1V 7QH,683949580000,55,C,B1 Offices and Workshop businesses,2017-11-21,E09000001,E14000639,Greater London Authority,2017-11-23,Mandatory issue (Non-marketed sale).,32,95,5,Natural Gas,,,,4262,28.11,18.22,53.39,30.96,Yes,,3.0,5.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2017-11-23 23:14:31,180.0,,,Offices,59,251458
WC1V 7QR,NGL951836,Leasehold,"7th Floor, 289 High Holborn, London (WC1V 7QR)",CAMDEN,GREATER LONDON,GREATER LONDON,N,143100.0,BUTLER SNOW UK LLP,OC385459,Limited Liability Partnership,"1st Floor, 236 Gray's Inn Road, London WC1X 8HB",,,,,,,,,,,,,,,,,,,,,17-06-2015,N,"7th Floor, 289 High Holborn",a0c3fa210e6affabeaee676678b206513c57947ab5237a8c69695206d359566b,7th Floor ,289 High Holborn ,,WC1V 7HZ,719910770003,37,B,Offices and Workshop Businesses,2024-03-01,E09000007,E14000750,,2024-03-08,Mandatory issue (Property to let).,14,56,4,Grid Supplied Electricity,,,,218,12.42,3.44,13.79,9.17,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2024-03-08 01:47:22,99,,,Offices,59,12862
WC1V 7RL,BB33288,Leasehold,"181 High Holborn, London (WC1V 7RL)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,MAJOR PLAYERS LIMITED,02634355,Limited Company or Public Limited Company,"181 High Holborn, London WC1V 7RL",,,,,,,,,,,,,,,,,,,,,29-04-2024,N,181 High Holborn,13644820062016033017051407290660,,181 High Holborn,,WC1V 7RL,605024730000,82,D,A1/A2 Retail and Financial/Professional services,2016-01-26,E09000007,E14000750,Greater London Authority,2016-03-30,Mandatory issue (Marketed sale).,33,98,4,Natural Gas,,,,427,43.69,29.24,85.7,71.45,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2016-03-30 17:05:14,,5040795,Address Matched,Shops,84,35868
WC1X 0AE,BB2744,Leasehold,"49 Mount Pleasant, London (WC1X 0AE)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,COSMETIC COURSES LIMITED,8510573,Limited Company or Public Limited Company,"Unit E3, Regent Park, Summerleys Road, Princes Risborough HP27 9LE",,,,,,,,,,,,,,,,,,,,,05-12-2019,N,49 Mount Pleasant,88485490042014022600245959100790,,49 Mount Pleasant,,WC1X 0AE,801099150000,79,D,B1 Offices and Workshop businesses,2014-01-31,E09000007,E14000750,Greater London Authority,2014-02-26,Mandatory issue (Property to let).,29,76,3,Natural Gas,,,,280,29.45,16.79,44.78,46.39,No,,,4,Heating and Mechanical Ventilation,Camden,Holborn and St Pancras,LONDON,2014-02-26 00:24:59,,5087482,Address Matched,Offices,59,16520
WC1X 0AR,AGL285910,Leasehold,"15 Mount Pleasant, London (WC1X 0AR)",ISLINGTON,GREATER LONDON,GREATER LONDON,N,,THREE CROWNS UP LIMITED,7871835,Limited Company or Public Limited Company,"15 Mouint Pleasant, London WC1X 0AR","52 High Street, Pinner HA5 5PW",,,,,,,,,,,,,,,,,,,,03-07-2014,N,15 Mount Pleasant,247a14a370cccaaa30b8710da466f218959aa70a1dbacbd5c3c2ef7a29cbc994,,15 Mount Pleasant,,WC1X 0AR,289808760000,132,F,B1 Offices and Workshop businesses,2016-11-22,E09000019,E14000764,Greater London Authority,2016-11-27,Voluntary (No legal requirement for an EPC).,45,130,3,Grid Supplied Electricity,,,,75,77.19,68.73,201.42,203.9,No,,,4,Heating and Natural Ventilation,Islington,Islington South and Finsbury,LONDON,2016-11-27,315,5300065064,Address Matched,Offices,59,4425
WC1X 0AY,NGL944290,Leasehold,"59 Mount Pleasant, London (WC1X 0AY)",CAMDEN,GREATER LONDON,GREATER LONDON,N,940000.0,PIMPSHUEI LIMITED,7717264,Limited Company or Public Limited Company,"Ground Floor, 59 Mount Pleasant, London WC1X 0AY",,,,,,,,,,,,,,,,,,,,,28-07-2014,N,59 Mount Pleasant,86953890402013121214030439609920,,59 Mount Pleasant,,WC1X 0AY,543499630000,91,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2013-12-11,E09000007,E14000750,Greater London Authority,2013-12-12,Mandatory issue (Marketed sale).,41,109,3,Grid Supplied Electricity,,,,223,115.09,94.34,251.56,210.43,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2013-12-12 14:03:04,,,,Hospitality,111,24753
WC1X 0HH,NGL925343,Freehold,"51 Calthorpe Street, London (WC1X 0HH)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,THE OLD SCHOOLHOUSE (LONDON) LIMITED,14645056,Limited Company or Public Limited Company,"29 Earlham Street, London WC2H 9LS",,,,,,,,,,,,,,,,,,,,,24-10-2023,N,51 Calthorpe Street,2120990062012020107400089790940,,51 Calthorpe Street,,WC1X 0HH,485391950000,137,F,B1 Offices and Workshop businesses,2012-01-31,E09000007,E14000750,Greater London Authority,2012-02-01,Mandatory issue (Marketed sale).,33,87,3,Natural Gas,,,,987,22.4,14.6,38.93,61.42,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2012-02-01 07:40:00,,,,Offices,59,58233
WC1X 0JH,NGL755481,Freehold,"William Martin Court, 65 Margery Street, London (WC1X 0JH)",ISLINGTON,GREATER LONDON,GREATER LONDON,N,8680000.0,PUTTINU CARES FOUNDATION,10180584,Limited Liability Partnership,"Flat 1, Puttinu House, 127 Cheam Road, Sutton SM1 2BH","Flat 3, Martin Court, Camden Gardens, Sutton SM1 2EQ","William Martin Court, 65 Margery Street, London WC1X 0JH",,,,,,,,,,,,,,,,,,,08-07-2022,N,"William Martin Court, 65 Margery Street",19299520062009062415094691260710,,William Martin Court,65 Margery Street,WC1X 0JH,198127100000,88,D,Nursing residential homes and hostels,2009-06-23,E09000019,E14000764,Greater London Authority,2009-06-24,,42,69,4,Grid Supplied Electricity,,,,1660,,,,,No,,,4,Heating and Natural Ventilation,Islington,Islington South and Finsbury,LONDON,2009-06-24 15:09:46,,5300060220,Address Matched,Health,81,134460
WC1X 0ND,NGL120986,Freehold,"2 Frederick Street, London (WC1X 0ND)",CAMDEN,GREATER LONDON,GREATER LONDON,N,365000.0,OCEANIC JEWELLERS LIMITED,2029888,Limited Company or Public Limited Company,"11 Oliver Business Park, Oliver Road, London NW10 7JB",,,,,,,,,,,,,,,,,,,,,27-09-2002,N,2 Frederick Street,95516341212014092417484101009872,,2 Frederick Street,,WC1X 0ND,825111970000,85,D,A1/A2 Retail and Financial/Professional services,2014-09-24,E09000007,E14000750,Greater London Authority,2014-09-24,Mandatory issue (Property to let).,27,79,3,Grid Supplied Electricity,,,,84,41.17,22.25,65.19,69.73,Yes,,1.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2014-09-24 17:48:41,,5013258,Address Matched,Shops,84,7056
WC1X 8AD,NGL986414,Leasehold,"94 Gray's Inn Road, London (WC1X 8AD)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,M.D.P.D HOLDINGS LTD,11663368,Limited Company or Public Limited Company,"94 Bradshaw Road, Chichester PO19 6UY",,,,,,,,,,,,,,,,,,,,,26-03-2019,N,94 Gray's Inn Road,48192100742011031521103763400070,,94 Gray's Inn Road,,WC1X 8AD,975320460000,98,D,Retail,2011-03-07,E09000007,E14000750,Greater London Authority,2011-03-15,Mandatory issue (Marketed sale).,41,53,3,Grid Supplied Electricity,,,,37,89.9,73.81,95.55,176.09,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2011-03-15 21:10:37,,5041528,Address Matched,Shops,84,3108
WC1X 8AX,86956,Freehold,"150 Gray's Inn Road, London (WC1X 8AX)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,ORIGIN HOUSING LIMITED,IP10008R,Industrial and Provident Society (Company),"St Richards House, 110 Eversholt Street, London NW1 1BS",,,,,,,,,,,,,,,,,,,,,25-05-2010,N,150 Gray's Inn Road,2400a81cf1bda67fbf0d2131ef91c2419521611d7dcfb48ca8dba730be874d20,150 Gray's Inn Road,150 Gray's Inn Road,,WC1X 8AX,10003362627,62,C,Retail/Financial and Professional Services,2022-08-25,E09000007,E14000750,,2022-09-01,Mandatory issue (Marketed sale),7,29,3,Grid Supplied Electricity,,,,110,5.04,0.72,2.88,6.28,No,,1.0,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2022-09-01 12:36:05,66,5087021,Energy Assessor,Shops,84,9240
WC1X 8BE,BB3360,Leasehold,"366 Gray's Inn Road, London (WC1X 8BE)",CAMDEN,GREATER LONDON,GREATER LONDON,N,3238000.0,PLACES FOR LONDON LIMITED,08961151,Limited Company or Public Limited Company,"5 Endeavour Square, London E20 1JN","7th Floor, Green zone, 197 Blackfriars Road, London SE1 8NJ",,,,,,,,,,,,,,,,,,,,02-01-2020,N,366 Gray's Inn Road,acada7b2f7f6cc987103bb282a7e244e6f272e1f26781ec18cf6dee666b2d49a,366 Gray's Inn Road,366 Gray's Inn Road,,WC1X 8BE,10005545046,40,B,Offices and Workshop Businesses,2023-12-19,E09000007,E14000750,Greater London Authority,2024-01-10,Mandatory issue (Property to let).,18,70,4,Grid Supplied Electricity,,,,468,80.04,28.07,112.57,63.64,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2024-01-11 17:47:09,691,5014787,Energy Assessor,Offices,59,27612
WC1X 8BP,BB139,Leasehold,"344-354 Gray's Inn Road, London (WC1X 8BP)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,MWB EXECUTIVE CENTRES (GRAY'S INN ROAD) LIMITED,06878795,Limited Company or Public Limited Company,"1 Burwood Place, London W2 2UT",,,,,,,,,,,,,,,,,,,,,26-07-2019,N,344-354 Gray's Inn Road,151304610102019121523070488409290,,344-354 Gray's Inn Road,,WC1X 8BP,315001480000,54,C,B1 Offices and Workshop businesses,2019-11-28,E09000007,E14000750,Greater London Authority,2019-12-15,Mandatory issue (Property to let).,26,75,3,Natural Gas,,,,2547,32.16,16.49,48.32,34.68,Yes,,2.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2019-12-15 23:07:04,201,,,Offices,59,150273
WC1X 8JR,NGL935214,Leasehold,"250 Gray's Inn Road, London (WC1X 8JR)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,QUICKMEAL DIRECT LIMITED,13034085,Limited Company or Public Limited Company,"250 Gray's Inn Road, London WC1X 8JR",,,,,,,,,,,,,,,,,,,,,21-04-2021,N,250 Gray's Inn Road,120600440062017032321524044270240,,250 Gray's Inn Road,,WC1X 8JR,448545420000,125,E,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2017-03-22,E09000007,E14000750,Greater London Authority,2017-03-23,Mandatory issue (Property to let).,38,111,3,Grid Supplied Electricity,,,,81,93.94,71.21,208.69,235.41,Yes,,1.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2017-03-23 21:52:40,1393,5024585,Address Matched,Hospitality,111,8991
WC1X 8LT,436739,Freehold,"48 Gray's Inn Road, London (WC1X 8LT)",CAMDEN,GREATER LONDON,GREATER LONDON,N,3750000.0,BEANGREEN LIMITED,09795645,Limited Company or Public Limited Company,"48 Gray's Inn Road, London WC1X 8LT",,,,,,,,,,,,,,,,,,,,,06-04-2017,N,48 Gray's Inn Road,68349450502016061312373788300060,48 Gray's Inn Road,48 Gray's Inn Road,,WC1X 8LT,459475380000,96,D,B1 Offices and Workshop businesses,2016-06-08,E09000007,E14000750,Greater London Authority,2016-06-13,Mandatory issue (Property to let).,25,73,3,Natural Gas,,,,630,39.22,19.42,56.91,75.64,Yes,,2.0,5,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2016-06-13 12:37:37,378,5088033,Address Matched,Offices,59,37170
WC1X 8NH,BB23286,Leasehold,"Verulam Gardens, 70 Gray's Inn Road, London (WC1X 8NH)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,THE CHILDREN AND FAMILY COURT ADVISORY AND SUPPORT SERVICE,,Corporate Body,"102 Petty France, London SW1H 9AJ",,,,,,,,,,,,,,,,,,,,,21-12-2022,N,"Verulam Gardens, 70 Gray's Inn Road",35727090962016112912484996290970,,Verulam Gardens,70 Gray's Inn Road,WC1X 8BT,796794690000,109,E,B1 Offices and Workshop businesses,2016-11-21,E09000007,E14000750,Greater London Authority,2016-11-29,Mandatory issue (Marketed sale).,33,98,3,Natural Gas,,,,4113,30.49,20.4,59.78,66.6,No,,2.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2016-11-29 12:48:49,,5147797,Address Matched,Offices,59,242667
WC1X 8NL,NGL976567,Leasehold,"Lacon House, 84 Theobalds Road, London (WC1X 8NL)",CAMDEN,GREATER LONDON,GREATER LONDON,N,2295669.0,BRIGHTCOVE UK LIMITED,06237847,Limited Company or Public Limited Company,"5 New Street Square, London EC4A 3TW",,,,,,,,,,,,,,,,,,,,,25-01-2018,N,"Lacon House, 84 Theobalds Road",3560620302016021911285061400920,,Lacon House,84 Theobalds Road,WC1X 8RW,835232460000,59,C,B1 Offices and Workshop businesses,2016-02-19,E09000007,E14000750,Greater London Authority,2016-02-19,Mandatory issue (Property on construction).,42,111,5,Natural Gas,,,,27261,27.0,22.53,60.07,31.85,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2016-02-19 11:28:50,,,,Offices,59,1608399
WC1X 8PG,BB25847,Leasehold,"35 Gray's Inn Road, London (WC1X 8PG)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,REV SILVER LTD,14204827,Limited Company or Public Limited Company,"2 Green Street Green Road, Dartford DA1 1QE",,,,,,,,,,,,,,,,,,,,,28-09-2022,N,35 Gray's Inn Road,e4efc15608095ac6635443eea5021bccd7c5c7cb3d50925f5b6d0824283a17bc,35 Gray's Inn Road,,,WC1X 8PG,10003363921,38,B,Restaurants and Cafes/Drinking Establishments/Takeaways,2022-07-07,E09000007,E14000750,,2022-07-18,Mandatory issue (Property to let).,27,109,3,Natural Gas,,,,267,36.96,20.06,80.23,27.84,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2022-07-18 15:02:10,237,5015993,Energy Assessor,Hospitality,111,29637
WC1X 8PX,BB6451,Leasehold,"335-337 Gray's Inn Road, London (WC1X 8PX)",CAMDEN,GREATER LONDON,GREATER LONDON,N,138000.0,IMAD RETAIL LIMITED,12571321,Limited Company or Public Limited Company,"Flat 1, 6 Cubitt Street, London WC1X 0LR",,,,,,,,,,,,,,,,,,,,,19-06-2020,N,335-337 Gray's Inn Road,131266460842018031614130247500970,,335-337 Gray's Inn Road,,WC1X 8PX,582536540000,59,C,A1/A2 Retail and Financial/Professional services,2018-03-13,E09000007,E14000750,Greater London Authority,2018-03-16,Mandatory issue (Property to let).,25,72,3,Grid Supplied Electricity,,,,221,56.85,27.87,81.68,67.62,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2018-03-16 14:13:02,400,5082322,Address Matched,Shops,84,18564
WC1X 8SF,NGL717015,Leasehold,"62 Theobalds Road, London (WC1X 8SF)",CAMDEN,GREATER LONDON,GREATER LONDON,N,505000.0,HBN LTD,12221614,Limited Company or Public Limited Company,"15 Lathkill Close, Enfield EN1 1HA",,,,,,,,,,,,,,,,,,,,,13-05-2020,N,62 Theobalds Road,67694990502019121316303676409290,,62 Theobalds Road,,WC1X 8SF,550019470000,93,D,A1/A2 Retail and Financial/Professional services,2019-11-26,E09000007,E14000750,Greater London Authority,2019-12-13,Mandatory issue (Marketed sale).,30,87,3,Grid Supplied Electricity,,,,66,39.48,23.47,68.77,73.21,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2019-12-13 16:30:36,433,5002400,Address Matched,Shops,84,5544
WC1X 8SL,NGL838403,Freehold,"13 Theobalds Road, London (WC1X 8SL)",CAMDEN,GREATER LONDON,GREATER LONDON,N,951000.0,ACROFAME PROPERTIES LIMITED,2071675,Limited Company or Public Limited Company,"363 Liverpool Road, London N1 1NL",,,,,,,,,,,,,,,,,,,,,05-05-2005,N,13 Theobalds Road,60764720442012031615211813500070,,13 Theobalds Road,,WC1X 8SL,242582510000,71,C,A1/A2 Retail and Financial/Professional services,2012-03-07,E09000007,E14000750,Greater London Authority,2012-03-16,Mandatory issue (Marketed sale).,26,71,3,Grid Supplied Electricity,,,,136,46.54,24.63,65.68,66.46,No,15.0,1.0,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2012-03-16 15:21:18,894,5155501,Address Matched,Shops,84,11424
WC1X 8SP,NGL415953,Freehold,"47 Theobalds Road, London (WC1X 8SP)",CAMDEN,GREATER LONDON,GREATER LONDON,N,2350000.0,CSII HANOVER SQUARE LIMITED,01683871,Limited Company or Public Limited Company,"Essex House, 7-8 The Shrubberies, George Lane, London E18 1BD",,,,,,,,,,,,,,,,,,,,,02-12-2019,N,47 Theobalds Road,48684130002016041615303442400940,,47 Theobalds Road,,WC1X 8SP,504823440000,98,D,A1/A2 Retail and Financial/Professional services,2016-04-12,E09000007,E14000750,Greater London Authority,2016-04-16,Mandatory issue (Property to let).,31,91,3,Natural Gas,,,,306,43.69,27.07,79.33,85.8,Yes,,1.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2016-04-16 15:30:34,,5087474,Address Matched,Shops,84,25704
WC1X 8TL,NGL521095,Freehold,"61 Gray's Inn Road, London (WC1X 8TL)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,KM WORLDWIDE FAMILY INVESTMENTS LTD,12089087,Limited Company or Public Limited Company,"100 High Street, Evesham WR11 4EU",,,,,,,,,,,,,,,,,,,,,01-10-2020,N,61 Gray's Inn Road,32860220642010032516591321900970,,61 Gray's Inn Road,,WC1X 8TH,661392920000,76,D,Office,2010-03-19,E09000007,E14000750,Greater London Authority,2010-03-25,Mandatory issue (Property to let).,39,80,4,Natural Gas,,,,650,32.06,24.96,51.22,48.97,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2010-03-25 16:59:13,,5088472,Address Matched,Offices,59,38350
